word	valence	arousal	dominance	goodness	energy	structure	power	danger	structure
defamatory	-0.357020	0.188034	-0.098155	-0.383685	0.158872	-0.000621	-0.158967	0.383646	-0.000621
default	-0.041020	-0.156966	0.211845	0.089994	-0.008119	-0.251066	0.057894	-0.069377	-0.251066
defeat	-0.408020	0.000034	-0.276155	-0.485348	-0.084594	-0.004865	-0.403010	0.283376	-0.004865
defeated	-0.396020	0.082034	-0.355155	-0.525260	-0.061681	0.099973	-0.415029	0.327800	0.099973
defeatist	-0.337020	0.067034	-0.185155	-0.390224	0.008690	0.002920	-0.269785	0.282074	0.002920
defect	-0.365020	0.061034	-0.315155	-0.476093	-0.062267	0.075800	-0.380678	0.292619	0.075800
defection	-0.354020	0.094034	-0.170155	-0.401717	0.041809	-0.000825	-0.254494	0.313620	-0.000825
defective	-0.378020	0.080034	-0.226155	-0.447314	0.003729	0.018640	-0.313662	0.318935	0.018640
defector	-0.337020	0.196034	-0.214155	-0.423448	0.099399	0.093197	-0.229138	0.369709	0.093197
defend	0.197980	0.222034	0.169845	0.219599	0.243680	0.098684	0.327588	0.017028	0.098684
defendant	-0.250020	0.210034	-0.009155	-0.251711	0.208203	0.001230	-0.030765	0.325208	0.001230
defended	0.162980	-0.048966	0.081845	0.187476	-0.022027	-0.005131	0.116990	-0.148141	-0.005131
defender	0.138980	0.208034	0.249845	0.209244	0.284909	0.007745	0.349419	0.053503	0.007745
defending	0.103980	0.371034	0.311845	0.184521	0.458582	0.037141	0.454743	0.193791	0.037141
defense	0.151980	0.198034	0.301845	0.246998	0.302774	-0.027305	0.388748	0.039439	-0.027305
defenseless	-0.357020	-0.142966	-0.395155	-0.477232	-0.275219	0.023548	-0.532063	0.142845	0.023548
defensible	0.239980	0.009034	0.092845	0.250614	0.019507	0.055717	0.191004	-0.163417	0.055717
defensive	0.041980	0.140034	0.177845	0.100961	0.205247	-0.026103	0.216521	0.073742	-0.026103
defer	-0.255020	-0.040966	-0.183155	-0.302311	-0.092410	-0.018110	-0.279109	0.148423	-0.018110
deference	0.009980	-0.103966	-0.053155	-0.001444	-0.116183	-0.015278	-0.083175	-0.081133	-0.015278
deferral	0.264980	0.042034	-0.173155	0.139225	-0.101453	0.268864	0.026709	-0.170185	0.268864
deferring	-0.157020	0.000034	-0.087155	-0.177578	-0.022173	-0.015029	-0.141245	0.109888	-0.015029
defiance	-0.167020	0.280034	0.259845	-0.060981	0.398541	-0.106211	0.238691	0.324931	-0.106211
defiant	-0.250020	0.292034	0.268845	-0.130126	0.426559	-0.145555	0.209609	0.393636	-0.145555
defibrillator	-0.102020	0.163034	-0.069155	-0.145751	0.113293	0.087704	-0.022951	0.183172	0.087704
deficiency	-0.427020	-0.126966	-0.321155	-0.504455	-0.210738	-0.052169	-0.505718	0.207690	-0.052169
deficient	-0.260020	-0.035966	-0.368155	-0.396435	-0.187775	0.109644	-0.413099	0.147545	0.109644
deficit	-0.142020	0.000034	-0.231155	-0.233944	-0.102628	0.091324	-0.237992	0.092855	0.091324
define	0.187980	-0.084966	0.131845	0.238514	-0.028611	-0.047235	0.148424	-0.188886	-0.047235
defined	0.169980	-0.285966	0.145845	0.259723	-0.183983	-0.175027	0.053556	-0.313748	-0.175027
definite	0.207980	-0.207966	0.240845	0.326628	-0.074192	-0.179780	0.178499	-0.283423	-0.179780
definition	0.072980	-0.124966	0.078845	0.119649	-0.072001	-0.087516	0.033693	-0.135517	-0.087516
definitive	0.082980	-0.020966	0.286845	0.212887	0.124965	-0.169317	0.238897	-0.062171	-0.169317
deflate	-0.352020	-0.095966	-0.263155	-0.416387	-0.165683	-0.039362	-0.411585	0.177275	-0.039362
deflation	-0.213020	0.036034	-0.093155	-0.234208	0.013208	-0.018052	-0.156271	0.174950	-0.018052
deflect	-0.367020	-0.008966	-0.018155	-0.324391	0.041302	-0.167865	-0.200174	0.258584	-0.167865
deflection	-0.312020	0.000034	-0.118155	-0.326372	-0.014255	-0.067787	-0.240860	0.220700	-0.067787
defloration	-0.312020	0.190034	-0.066155	-0.329713	0.170692	-0.000055	-0.112445	0.353839	-0.000055
deform	-0.388020	0.154034	-0.216155	-0.462187	0.071798	0.047301	-0.276047	0.377584	0.047301
deformed	-0.302020	-0.064966	-0.192155	-0.343653	-0.109593	-0.047463	-0.320493	0.165505	-0.047463
deformity	-0.340020	0.069034	-0.259155	-0.428737	-0.029297	0.053543	-0.323879	0.282447	0.053543
defraud	-0.325020	0.135034	-0.186155	-0.390496	0.062336	0.046405	-0.232044	0.320200	0.046405
defray	-0.125020	0.098034	0.152845	-0.049038	0.183680	-0.111621	0.095206	0.164556	-0.111621
defrost	-0.073020	-0.182966	-0.111155	-0.089254	-0.199564	-0.058069	-0.204225	-0.078001	-0.058069
deft	0.218980	0.075034	0.348845	0.345859	0.216086	-0.094675	0.397355	-0.091764	-0.094675
defunct	-0.388020	-0.008966	-0.228155	-0.443623	-0.069189	-0.033267	-0.362612	0.264765	-0.033267
defuse	-0.333020	-0.019966	-0.070155	-0.318416	-0.001385	-0.121788	-0.226133	0.224174	-0.121788
defy	-0.147020	0.384034	0.156845	-0.108823	0.425318	0.030972	0.223796	0.377695	0.030972
degeneracy	-0.357020	0.220034	-0.202155	-0.438529	0.128895	0.088449	-0.218944	0.401230	0.088449
degenerate	-0.431020	0.224034	-0.236155	-0.519407	0.125567	0.078665	-0.278487	0.456066	0.078665
degeneration	-0.255020	0.078034	-0.129155	-0.294086	0.035043	0.009551	-0.183171	0.232729	0.009551
degradation	-0.340020	0.108034	-0.185155	-0.398937	0.042995	0.023830	-0.251689	0.312493	0.023830
degrade	-0.417020	0.000034	-0.316155	-0.512377	-0.104842	0.018382	-0.436440	0.288171	0.018382
degraded	-0.333020	-0.066966	-0.295155	-0.419713	-0.162134	0.007567	-0.411428	0.182136	0.007567
degrading	-0.469020	0.083034	-0.268155	-0.546576	-0.002049	0.005693	-0.387936	0.385039	0.005693
degree	0.223980	-0.134966	0.162845	0.291997	-0.058800	-0.078624	0.164895	-0.248051	-0.078624
dehydrated	-0.190020	0.185034	-0.288155	-0.330468	0.026761	0.208455	-0.214753	0.252599	0.208455
dehydration	-0.312020	-0.027966	-0.241155	-0.381404	-0.104034	0.001670	-0.343256	0.196130	0.001670
dejected	-0.396020	0.154034	-0.153155	-0.438768	0.107226	0.000084	-0.234436	0.386076	0.000084
delay	-0.296020	0.010034	-0.338155	-0.419955	-0.127818	0.096838	-0.387334	0.206572	0.096838
delayed	-0.312020	-0.009966	-0.284155	-0.404792	-0.112493	0.041096	-0.365776	0.206686	0.041096
delectable	0.280980	0.142034	0.217845	0.326339	0.190459	0.061710	0.365431	-0.096081	0.061710
delegate	0.111980	-0.008966	0.157845	0.174041	0.060309	-0.060062	0.165710	-0.080421	-0.060062
delegation	0.061980	-0.068966	0.108845	0.116228	-0.007781	-0.082919	0.076684	-0.087688	-0.082919
delete	-0.208020	-0.201966	-0.091155	-0.193386	-0.182864	-0.146746	-0.266049	0.007440	-0.146746
deleterious	-0.203020	0.225034	-0.060155	-0.237909	0.185434	0.067003	-0.037105	0.299349	0.067003
deletion	-0.438020	0.006034	-0.038155	-0.397580	0.054161	-0.179862	-0.242834	0.319429	-0.179862
deli	0.060980	-0.051966	-0.053155	0.034839	-0.081416	0.037446	-0.032935	-0.082204	0.037446
deliberate	0.050980	0.154034	0.181845	0.108569	0.217530	-0.016925	0.230587	0.077047	-0.016925
deliberation	0.060980	0.178034	0.095845	0.072221	0.189116	0.060169	0.184793	0.082657	0.060169
deliberative	-0.108020	0.052034	0.072845	-0.065998	0.099649	-0.073462	0.023795	0.117130	-0.073462
delicacy	0.311980	-0.220966	-0.164155	0.223425	-0.321056	0.141805	-0.069035	-0.385006	0.141805
delicate	0.082980	-0.205966	-0.134155	0.037843	-0.255891	0.019826	-0.154183	-0.207701	0.019826
delicatessen	0.155980	-0.025966	-0.100155	0.090380	-0.100596	0.129410	-0.007224	-0.135041	0.129410
delicious	0.426980	0.150034	0.088845	0.389141	0.103841	0.224726	0.348591	-0.201737	0.224726
delight	0.448980	0.166034	0.146845	0.433674	0.144974	0.204017	0.409166	-0.204142	0.204017
delighted	0.437980	0.164034	0.184845	0.442765	0.165679	0.171495	0.430235	-0.195930	0.171495
delightful	0.417980	0.235034	0.143845	0.395152	0.205220	0.228865	0.424527	-0.134302	0.228865
delineate	-0.052020	-0.069966	-0.055155	-0.061033	-0.079327	-0.025015	-0.099249	-0.012936	-0.025015
delineation	0.020980	-0.097966	-0.186155	-0.056866	-0.185086	0.084856	-0.171086	-0.090665	0.084856
delinquency	-0.365020	0.360034	0.007845	-0.365251	0.359517	0.016284	-0.004054	0.512488	0.016284
delinquent	-0.449020	0.404034	-0.000155	-0.448222	0.404880	0.005611	-0.030647	0.603235	0.005611
delirious	-0.281020	0.274034	0.037845	-0.265417	0.291428	-0.011084	0.018393	0.393749	-0.011084
delirium	-0.267020	0.194034	-0.016155	-0.267374	0.193919	-0.010797	-0.051941	0.326183	-0.010797
deliver	0.082980	-0.129966	0.081845	0.130477	-0.076095	-0.087526	0.038454	-0.146068	-0.087526
deliverance	0.249980	0.020034	0.157845	0.288899	0.062223	0.021725	0.248281	-0.160284	0.021725
delivery	0.203980	-0.038966	0.285845	0.319600	0.090272	-0.120584	0.289823	-0.162159	-0.120584
dell	-0.042020	-0.119966	-0.047155	-0.041078	-0.117837	-0.052993	-0.112370	-0.054277	-0.052993
delta	0.050980	-0.156966	0.008845	0.071729	-0.132840	-0.067262	-0.043212	-0.144652	-0.067262
delude	-0.357020	0.127034	-0.147155	-0.398164	0.081982	-0.000116	-0.223575	0.339515	-0.000116
deluge	-0.255020	0.214034	0.111845	-0.198377	0.277894	-0.082320	0.056227	0.336775	-0.082320
delusion	-0.156020	0.147034	-0.100155	-0.204924	0.091901	0.074516	-0.079920	0.209887	0.074516
delusional	-0.281020	0.245034	-0.173155	-0.362662	0.153119	0.118438	-0.148169	0.364712	0.118438
deluxe	0.291980	0.112034	0.254845	0.358131	0.184011	0.025136	0.383352	-0.123121	0.025136
delve	-0.031020	0.029034	0.183845	0.057376	0.128564	-0.125632	0.131479	0.050338	-0.125632
demand	-0.208020	0.173034	-0.000155	-0.205578	0.175856	-0.005052	-0.021017	0.269715	-0.005052
demanding	-0.104020	0.250034	0.327845	0.030646	0.400603	-0.139274	0.304940	0.261599	-0.139274
demeaned	-0.229020	0.020034	-0.288155	-0.339512	-0.103150	0.099885	-0.313009	0.167133	0.099885
demeaning	-0.396020	0.145034	-0.192155	-0.456199	0.078659	0.022041	-0.266961	0.378202	0.022041
demeanor	0.132980	-0.066966	0.156845	0.200358	0.008565	-0.080942	0.147731	-0.135618	-0.080942
demented	-0.412020	0.287034	-0.191155	-0.490742	0.198908	0.091090	-0.206357	0.487656	0.091090
dementia	-0.408020	0.279034	-0.163155	-0.472613	0.206849	0.069358	-0.187924	0.480452	0.069358
demise	-0.396020	0.096034	-0.044155	-0.377634	0.118462	-0.106599	-0.183262	0.350793	-0.106599
demo	0.009980	-0.185966	-0.077155	-0.000752	-0.196846	-0.043437	-0.139724	-0.138659	-0.043437
democracy	0.179980	0.000034	0.339845	0.319043	0.155550	-0.147997	0.335588	-0.115607	-0.147997
democrat	0.081980	-0.099966	0.254845	0.208416	0.042599	-0.190809	0.177494	-0.117250	-0.190809
democratic	0.301980	0.019034	0.297845	0.401356	0.128998	-0.050383	0.375017	-0.192587	-0.050383
demographic	-0.041020	-0.143966	0.093845	0.031248	-0.061361	-0.162709	-0.021294	-0.065484	-0.162709
demolish	-0.375020	0.132034	0.199845	-0.247410	0.277086	-0.244995	0.020984	0.370875	-0.244995
demolished	-0.229020	0.147034	-0.147155	-0.290599	0.078066	0.071984	-0.150284	0.260686	0.071984
demolition	-0.367020	0.327034	0.040845	-0.346164	0.350499	-0.025385	0.003065	0.492615	-0.025385
demon	-0.463020	0.408034	0.008845	-0.456579	0.415292	-0.005102	-0.029194	0.616506	-0.005102
demonic	-0.354020	0.375034	0.099845	-0.313701	0.420011	-0.033647	0.075172	0.518813	-0.033647
demonstrable	0.234980	-0.028966	0.248845	0.327069	0.073520	-0.074828	0.283259	-0.179286	-0.074828
demonstrate	0.270980	0.052034	0.338845	0.389391	0.183395	-0.075459	0.405021	-0.145662	-0.075459
demonstrated	0.116980	0.000034	0.148845	0.172683	0.062058	-0.046567	0.165987	-0.078224	-0.046567
demonstrating	0.197980	0.071034	0.192845	0.253220	0.131568	0.000550	0.272086	-0.086021	0.000550
demonstration	0.050980	0.176034	0.178845	0.103839	0.234055	-0.002869	0.238927	0.092076	-0.002869
demonstrative	0.155980	0.028034	0.235845	0.244067	0.126101	-0.072582	0.261748	-0.083415	-0.072582
demonstrator	0.019980	0.098034	0.232845	0.114709	0.203920	-0.097392	0.225304	0.063082	-0.097392
demoralized	-0.418020	0.090034	-0.351155	-0.543530	-0.049403	0.091059	-0.419267	0.349401	0.091059
demos	-0.082020	-0.129966	-0.132155	-0.115051	-0.165785	-0.019024	-0.198581	-0.035874	-0.019024
demure	0.189980	-0.184966	-0.083155	0.151673	-0.227985	0.047304	-0.053961	-0.268459	0.047304
den	0.009980	-0.152966	-0.102155	-0.017715	-0.183173	-0.008233	-0.142049	-0.116996	-0.008233
deniability	-0.270020	0.009034	-0.083155	-0.274592	0.005445	-0.066908	-0.190316	0.198016	-0.066908
denial	-0.306020	-0.064966	-0.182155	-0.342293	-0.103534	-0.056263	-0.315247	0.168829	-0.056263
denied	-0.312020	0.104034	-0.167155	-0.365492	0.044986	0.022640	-0.226632	0.290252	0.022640
denim	0.019980	-0.117966	-0.173155	-0.048485	-0.194380	0.064524	-0.171732	-0.103164	0.064524
denomination	-0.010020	-0.136966	-0.071155	-0.022455	-0.149977	-0.030427	-0.121928	-0.090172	-0.030427
denominational	-0.042020	-0.124966	0.178845	0.068466	0.000552	-0.211376	0.048803	-0.048022	-0.211376
denominator	-0.050020	-0.089966	0.112845	0.024557	-0.005074	-0.150669	0.013777	-0.020952	-0.150669
denote	-0.052020	-0.028966	0.033845	-0.024310	0.002747	-0.063969	-0.015248	0.019132	-0.063969
denounce	-0.417020	0.280034	-0.074155	-0.437691	0.257356	0.004300	-0.127516	0.491472	0.004300
dense	-0.146020	-0.156966	0.035845	-0.085419	-0.086781	-0.180049	-0.121764	-0.000962	-0.180049
density	0.101980	-0.028966	0.060845	0.121695	-0.007180	-0.008934	0.080974	-0.091129	-0.008934
dent	-0.194020	0.106034	-0.175155	-0.267727	0.023478	0.085659	-0.172710	0.205913	0.085659
dental	0.072980	-0.095966	-0.037155	0.059476	-0.110958	0.008184	-0.036403	-0.120515	0.008184
dentist	-0.021020	0.120034	0.141845	0.032205	0.179279	-0.042329	0.149542	0.103998	-0.042329
dentistry	-0.071020	0.070034	0.068845	-0.038655	0.106430	-0.043206	0.047924	0.102591	-0.043206
dentists	-0.136020	0.100034	0.081845	-0.093017	0.148596	-0.066889	0.039300	0.170846	-0.066889
denunciation	-0.354020	0.330034	0.060845	-0.325756	0.361743	-0.031310	0.025446	0.486135	-0.031310
deny	-0.184020	0.167034	-0.179155	-0.270125	0.070042	0.126440	-0.141480	0.240534	0.126440
denying	-0.420020	0.042034	-0.228155	-0.478877	-0.022007	-0.020773	-0.354179	0.323055	-0.020773
deodorant	-0.020020	-0.234966	-0.231155	-0.093482	-0.315971	0.021583	-0.289527	-0.157324	0.021583
depart	-0.102020	-0.019966	-0.056155	-0.112165	-0.030642	-0.020983	-0.100979	0.057646	-0.020983
departed	-0.255020	0.036034	-0.109155	-0.278186	0.011234	-0.027113	-0.188764	0.204650	-0.027113
department	0.207980	-0.141966	0.141845	0.269114	-0.073407	-0.075625	0.138385	-0.242199	-0.075625
departmental	0.111980	-0.077966	-0.054155	0.082288	-0.111544	0.048350	-0.020687	-0.137059	0.048350
departure	0.072980	0.000034	-0.074155	0.027328	-0.051812	0.085987	-0.017313	-0.055960	0.085987
depend	-0.112020	-0.070966	-0.142155	-0.154586	-0.117744	0.005674	-0.192567	0.026052	0.005674
dependable	0.379980	-0.142966	0.240845	0.465476	-0.047999	-0.062118	0.295200	-0.363082	-0.062118
dependant	-0.143020	-0.095966	-0.049155	-0.132857	-0.083010	-0.086827	-0.152641	0.035247	-0.086827
dependence	-0.250020	-0.048966	-0.067155	-0.240955	-0.036924	-0.099974	-0.196490	0.144272	-0.099974
dependency	-0.071020	-0.134966	-0.144155	-0.110581	-0.178170	-0.008224	-0.204178	-0.047793	-0.008224
dependent	-0.146020	-0.044966	-0.096155	-0.165690	-0.065933	-0.028095	-0.163782	0.070539	-0.028095
depict	0.162980	0.029034	0.222845	0.243705	0.118762	-0.059737	0.256303	-0.088348	-0.059737
depicting	-0.010020	0.066034	0.101845	0.030513	0.111289	-0.038949	0.100269	0.057117	-0.038949
depletion	-0.347020	-0.129966	-0.264155	-0.407473	-0.195073	-0.054812	-0.426065	0.150189	-0.054812
deplorable	-0.365020	0.157034	-0.270155	-0.468766	0.041331	0.097125	-0.302242	0.360693	0.097125
deplore	-0.365020	0.075034	-0.127155	-0.387680	0.051198	-0.046055	-0.237929	0.310334	-0.046055
deploy	-0.000020	0.020034	0.084845	0.037835	0.062526	-0.047529	0.070966	0.017459	-0.047529
deployment	0.009980	0.020034	0.111845	0.059470	0.075568	-0.061344	0.095486	0.011383	-0.061344
deport	-0.333020	0.167034	0.045845	-0.290498	0.215780	-0.099771	-0.052834	0.357993	-0.099771
deportation	-0.396020	0.286034	-0.050155	-0.408896	0.271967	0.001081	-0.096823	0.481443	0.001081
depose	-0.214020	-0.079966	-0.049155	-0.196568	-0.058485	-0.112054	-0.180349	0.097640	-0.112054
deposit	0.039980	-0.120966	-0.017155	0.044336	-0.115478	-0.034994	-0.050305	-0.113005	-0.034994
depositary	0.103980	-0.068966	-0.000155	0.100030	-0.073569	0.012237	0.018711	-0.122753	0.012237
deposition	-0.106020	0.010034	-0.029155	-0.107102	0.009384	-0.025142	-0.069097	0.082368	-0.025142
depository	0.050980	-0.126966	-0.019155	0.053769	-0.123267	-0.031627	-0.049142	-0.125184	-0.031627
depot	0.134980	-0.244966	-0.029155	0.139126	-0.239441	-0.048885	-0.070933	-0.267687	-0.048885
depraved	-0.469020	0.337034	-0.105155	-0.506038	0.295873	0.031853	-0.148609	0.567036	0.031853
depravity	-0.385020	0.354034	-0.047155	-0.408106	0.327941	0.041333	-0.056685	0.520464	0.041333
depreciate	-0.230020	0.123034	-0.055155	-0.243590	0.108298	-0.004939	-0.095666	0.248822	-0.004939
depreciated	-0.365020	0.172034	-0.250155	-0.461378	0.064549	0.091525	-0.280601	0.371886	0.091525
depreciation	-0.357020	0.071034	-0.114155	-0.373915	0.053669	-0.053364	-0.226448	0.302348	-0.053364
depress	-0.281020	0.135034	0.027845	-0.249473	0.171327	-0.079950	-0.055258	0.297551	-0.079950
depressed	-0.476020	-0.054966	-0.364155	-0.578228	-0.166829	-0.006742	-0.526835	0.290903	-0.006742
depressing	-0.354020	0.059034	-0.284155	-0.451371	-0.048867	0.058618	-0.353721	0.284613	0.058618
depression	-0.469020	0.020034	-0.268155	-0.537168	-0.054027	-0.028641	-0.418038	0.341633	-0.028641
depressive	-0.357020	-0.065966	-0.298155	-0.442035	-0.159107	-0.001297	-0.425072	0.200060	-0.001297
depresson	-0.365020	-0.099966	-0.192155	-0.392838	-0.128420	-0.096659	-0.368585	0.186972	-0.096659
deprivation	-0.306020	0.110034	-0.087155	-0.322693	0.092347	-0.026321	-0.162879	0.293478	-0.026321
deprive	-0.229020	0.091034	-0.160155	-0.288495	0.024817	0.050419	-0.186449	0.221545	0.050419
deprived	-0.146020	0.006034	0.035845	-0.109761	0.047701	-0.091216	-0.043883	0.111342	-0.091216
depth	0.207980	0.061034	0.258845	0.295123	0.157501	-0.045576	0.320054	-0.097314	-0.045576
deputy	-0.071020	0.030034	0.286845	0.072264	0.191605	-0.215154	0.186584	0.084387	-0.215154
derail	-0.392020	0.302034	-0.125155	-0.443936	0.243872	0.063370	-0.141466	0.486354	0.063370
deranged	-0.124020	0.368034	-0.143155	-0.230989	0.245820	0.239875	0.010487	0.337155	0.239875
derelict	-0.292020	-0.029966	-0.263155	-0.374422	-0.120800	0.025295	-0.350175	0.179338	0.025295
derision	-0.235020	0.170034	-0.208155	-0.328581	0.064931	0.123664	-0.186429	0.278255	0.123664
derivation	0.020980	0.019034	0.143845	0.084525	0.090335	-0.078669	0.123645	0.004109	-0.078669
derivative	0.040980	-0.008966	0.007845	0.040509	-0.009681	0.009304	0.021799	-0.035490	0.009304
derive	-0.104020	-0.175966	-0.140155	-0.131034	-0.204565	-0.049102	-0.237304	-0.051994	-0.049102
dermal	-0.115020	-0.093966	-0.057155	-0.112824	-0.090163	-0.066839	-0.143533	0.016024	-0.066839
dermatologist	0.030980	-0.141966	0.027845	0.061362	-0.106974	-0.081736	-0.032253	-0.119031	-0.081736
dermatology	-0.078020	0.000034	0.055845	-0.040506	0.042746	-0.075748	0.001584	0.058868	-0.075748
derogation	-0.292020	-0.039966	-0.173155	-0.329602	-0.080262	-0.042143	-0.289818	0.176310	-0.042143
derogatory	-0.378020	0.080034	-0.096155	-0.384731	0.074202	-0.070898	-0.219578	0.324515	-0.070898
descend	-0.115020	0.035034	-0.269155	-0.234145	-0.098658	0.149480	-0.235327	0.095804	0.149480
descendant	0.183980	-0.079966	0.124845	0.230943	-0.027642	-0.041602	0.143755	-0.182847	-0.041602
descendent	-0.109020	-0.019966	0.064845	-0.059961	0.036069	-0.107669	-0.016894	0.067903	-0.107669
descending	-0.281020	-0.006966	-0.250155	-0.362098	-0.096532	0.034135	-0.324300	0.187784	0.034135
descent	-0.200020	-0.097966	-0.342155	-0.322839	-0.234403	0.086635	-0.394030	0.062534	0.086635
describe	0.041980	-0.027966	0.054845	0.066836	-0.000038	-0.032944	0.047234	-0.047287	-0.032944
description	0.081980	-0.074966	0.095845	0.128140	-0.022969	-0.067672	0.074367	-0.106850	-0.067672
descriptive	0.166980	-0.147966	0.069845	0.199938	-0.110849	-0.048908	0.062995	-0.219759	-0.048908
desecrate	-0.245020	0.306034	0.008845	-0.253063	0.296366	0.043542	0.030620	0.388506	0.043542
desecration	-0.375020	0.333034	0.063845	-0.342897	0.369194	-0.041782	0.018594	0.503524	-0.041782
desert	-0.031020	-0.220966	-0.111155	-0.047305	-0.237614	-0.058697	-0.201468	-0.134569	-0.058697
deserted	-0.344020	-0.019966	-0.286155	-0.431899	-0.116724	0.021723	-0.387935	0.222863	0.021723
deserter	-0.378020	0.210034	-0.134155	-0.422438	0.160857	0.026124	-0.184966	0.412452	0.026124
desertion	-0.378020	0.130034	-0.211155	-0.447559	0.053112	0.035559	-0.278916	0.354028	0.035559
deserve	0.301980	-0.063966	0.112845	0.324691	-0.039769	0.031802	0.201471	-0.257712	0.031802
deserved	0.280980	0.082034	0.188845	0.321338	0.125236	0.048985	0.315775	-0.138665	0.048985
deserving	0.301980	0.096034	0.357845	0.418742	0.225052	-0.049744	0.455231	-0.136960	-0.049744
design	0.295980	-0.172966	0.131845	0.344933	-0.118441	-0.043556	0.160154	-0.327655	-0.043556
designate	0.030980	0.038034	0.182845	0.109099	0.125558	-0.090395	0.165928	0.011638	-0.090395
