word	valence	arousal	dominance	goodness	energy	structure	power	danger	structure
interfere	-0.177020	0.214034	-0.029155	-0.198887	0.189017	0.052088	-0.006979	0.274290	0.052088
interference	-0.104020	0.236034	-0.143155	-0.194004	0.133725	0.177499	-0.042624	0.231739	0.177499
interferometer	0.009980	0.010034	0.016845	0.015230	0.015818	-0.001362	0.021955	0.000416	-0.001362
intergalactic	0.061980	0.161034	0.240845	0.145427	0.253535	-0.048487	0.282108	0.076444	-0.048487
interim	0.103980	-0.099966	0.023845	0.116213	-0.086135	-0.021188	0.021269	-0.143081	-0.021188
interior	0.117980	-0.342966	-0.038155	0.134746	-0.322462	-0.104223	-0.132736	-0.323295	-0.104223
interject	-0.167020	0.148034	0.157845	-0.090372	0.234342	-0.107897	0.101802	0.229607	-0.107897
interlocutory	-0.010020	0.000034	0.026845	0.004264	0.016179	-0.023262	0.014455	0.008425	-0.023262
interlude	-0.030020	-0.082966	-0.123155	-0.072826	-0.130424	0.025255	-0.143719	-0.040728	0.025255
intermediary	-0.073020	0.010034	0.142845	0.004201	0.097361	-0.127829	0.071816	0.065874	-0.127829
intermediate	-0.020020	-0.131966	-0.100155	-0.045799	-0.159978	-0.012510	-0.145506	-0.080736	-0.012510
interment	-0.265020	0.108034	-0.154155	-0.319238	0.047837	0.038338	-0.191909	0.259561	0.038338
interminable	-0.173020	-0.018966	0.060845	-0.117312	0.044934	-0.134969	-0.051179	0.114725	-0.134969
intermission	-0.010020	-0.139966	-0.098155	-0.035005	-0.167089	-0.013466	-0.142902	-0.093397	-0.013466
intermittent	-0.163020	0.065034	-0.064155	-0.181394	0.044880	0.001685	-0.096530	0.160000	0.001685
intern	-0.041020	-0.039966	-0.108155	-0.081526	-0.085061	0.033098	-0.117795	-0.002499	0.033098
internal	-0.061020	-0.150966	-0.077155	-0.067301	-0.156645	-0.058309	-0.158354	-0.063176	-0.058309
internally	0.114980	-0.099966	0.115845	0.170003	-0.038016	-0.079294	0.093328	-0.147091	-0.079294
international	0.299980	0.019034	0.201845	0.353414	0.077275	0.014781	0.304543	-0.195260	0.014781
internet	0.259980	-0.037966	0.254845	0.352893	0.065360	-0.071912	0.295749	-0.203317	-0.071912
internship	0.089980	0.010034	-0.018155	0.067476	-0.015916	0.060995	0.036459	-0.058967	0.060995
interoffice	-0.061020	-0.124966	0.055845	-0.007157	-0.063095	-0.135744	-0.049676	-0.039554	-0.135744
interpolate	-0.040020	-0.009966	0.068845	0.000066	0.035482	-0.071983	0.025136	0.025043	-0.071983
interpolation	-0.081020	0.006034	0.027845	-0.057472	0.032996	-0.054628	-0.017307	0.063971	-0.054628
interpret	0.145980	0.125034	0.172845	0.190617	0.173572	0.018892	0.257521	-0.012052	0.018892
interpretation	0.176980	0.094034	0.119845	0.196506	0.114320	0.053323	0.219787	-0.058114	0.053323
interpreter	0.207980	-0.038966	0.095845	0.231588	-0.013365	0.012192	0.154307	-0.173208	0.012192
interpretive	0.030980	0.049034	0.094845	0.065093	0.086929	-0.023789	0.107496	0.015440	-0.023789
interrelated	0.114980	-0.030966	0.091845	0.148145	0.005901	-0.025159	0.108927	-0.100582	-0.025159
interrogate	-0.177020	0.308034	0.179845	-0.112312	0.379869	-0.040632	0.189192	0.348024	-0.040632
interrogation	-0.198020	0.327034	0.156845	-0.144359	0.386426	-0.024477	0.171168	0.375321	-0.024477
interrupt	-0.290020	0.135034	0.008845	-0.266393	0.162463	-0.071167	-0.073490	0.303247	-0.071167
interrupted	-0.219020	0.059034	-0.167155	-0.278449	-0.006974	0.042582	-0.201825	0.191962	0.042582
interrupting	-0.354020	0.093034	0.008845	-0.315397	0.138019	-0.124657	-0.125425	0.320614	-0.124657
interruption	-0.316020	0.132034	-0.075155	-0.328839	0.118598	-0.027378	-0.148662	0.316386	-0.027378
interrupts	-0.296020	0.045034	-0.111155	-0.315904	0.024114	-0.040434	-0.206326	0.240429	-0.040434
intersect	0.020980	0.010034	-0.020155	0.006919	-0.005994	0.029381	0.000654	-0.009131	0.029381
intersection	-0.156020	0.041034	0.157845	-0.064893	0.144308	-0.160951	0.056155	0.147928	-0.160951
interstate	0.019980	-0.056966	0.099845	0.073829	0.003940	-0.090261	0.054991	-0.049419	-0.090261
interstellar	0.207980	0.202034	0.121845	0.208115	0.199564	0.125626	0.288273	-0.006047	0.125626
interstitial	-0.167020	-0.028966	0.033845	-0.123634	0.021090	-0.118954	-0.072510	0.102335	-0.118954
interval	0.009980	-0.215966	-0.100155	-0.007345	-0.234066	-0.043945	-0.170703	-0.160316	-0.043945
intervene	0.019980	0.177034	0.267845	0.119760	0.288071	-0.078445	0.288380	0.119014	-0.078445
intervening	-0.102020	0.127034	-0.058155	-0.135080	0.089555	0.060508	-0.032191	0.158841	0.060508
intervention	-0.112020	0.196034	0.188845	-0.035114	0.281976	-0.076791	0.174558	0.224216	-0.076791
interview	0.072980	0.270034	0.118845	0.079919	0.275573	0.100204	0.251371	0.138349	0.100204
interviewer	0.051980	0.236034	0.315845	0.161695	0.357665	-0.064051	0.367243	0.138572	-0.064051
interworking	0.051980	0.087034	0.190845	0.123770	0.166972	-0.059160	0.205586	0.030548	-0.059160
intestate	-0.041020	-0.032966	-0.085155	-0.071500	-0.066818	0.021072	-0.097805	0.003311	0.021072
intestinal	-0.143020	0.031034	-0.130155	-0.190816	-0.022140	0.038176	-0.150583	0.119272	0.038176
intestine	-0.157020	-0.049966	-0.120155	-0.185997	-0.081314	-0.019549	-0.189018	0.074022	-0.019549
intestines	-0.208020	0.047034	-0.102155	-0.235865	0.016607	-0.003468	-0.155039	0.178525	-0.003468
intimacy	0.356980	0.302034	0.057845	0.291061	0.223607	0.295446	0.363925	-0.047697	0.295446
intimate	0.223980	0.098034	-0.107155	0.127223	-0.012933	0.234322	0.080816	-0.099105	0.234322
intimately	0.305980	0.073034	0.089845	0.296615	0.060155	0.124219	0.252275	-0.167202	0.124219
intimation	-0.094020	0.173034	-0.000155	-0.107118	0.157672	0.049455	0.035747	0.187235	0.049455
intimidate	-0.290020	0.304034	0.131845	-0.232418	0.368572	-0.063781	0.096276	0.424964	-0.063781
intimidated	-0.323020	0.163034	-0.292155	-0.443978	0.027656	0.135629	-0.294384	0.333496	0.135629
intimidating	-0.271020	0.290034	0.207845	-0.177331	0.395190	-0.114671	0.154050	0.404834	-0.114671
intimidation	-0.323020	0.291034	0.143845	-0.253201	0.369616	-0.094909	0.082317	0.440398	-0.094909
intolerable	-0.354020	0.160034	-0.061155	-0.359100	0.155350	-0.039930	-0.144073	0.363771	-0.039930
intolerance	-0.448020	0.204034	0.019845	-0.407864	0.250555	-0.116683	-0.111234	0.465573	-0.116683
intolerant	-0.365020	0.176034	0.008845	-0.337292	0.208252	-0.084682	-0.091245	0.385758	-0.084682
intonation	0.114980	-0.057966	0.097845	0.155065	-0.013122	-0.044007	0.100369	-0.118927	-0.044007
intoxicated	-0.421020	0.324034	-0.254155	-0.534369	0.196718	0.150343	-0.238755	0.516956	0.150343
intoxicating	-0.276020	0.260034	-0.036155	-0.294631	0.238965	0.034644	-0.039362	0.377310	0.034644
intoxication	-0.177020	0.210034	-0.100155	-0.232470	0.147228	0.098810	-0.060275	0.268487	0.098810
intracranial	-0.219020	0.102034	0.052845	-0.178962	0.147764	-0.085510	-0.022060	0.231030	-0.085510
intractable	-0.346020	0.194034	-0.198155	-0.423220	0.107858	0.076784	-0.222995	0.375529	0.076784
intramural	-0.010020	-0.035966	-0.053155	-0.028872	-0.056890	0.012219	-0.060643	-0.019812	0.012219
intravenous	-0.143020	0.038034	-0.042155	-0.149498	0.031340	-0.018619	-0.083550	0.127871	-0.018619
intrepid	0.252980	0.196034	0.136845	0.255098	0.195567	0.133541	0.318668	-0.042094	0.133541
intricate	0.058980	0.204034	-0.000155	0.020396	0.158844	0.139503	0.126742	0.097898	0.139503
intrigue	-0.138020	0.330034	-0.173155	-0.251848	0.200439	0.233134	-0.036352	0.319815	0.233134
intriguing	-0.078020	0.213034	-0.038155	-0.117566	0.167522	0.105077	0.035324	0.201588	0.105077
intrinsic	-0.094020	-0.028966	0.025845	-0.064436	0.005109	-0.078541	-0.041951	0.049176	-0.078541
intrinsically	-0.041020	-0.117966	0.037845	0.000406	-0.070268	-0.109969	-0.049400	-0.049974	-0.109969
intro	0.009980	-0.168966	0.156845	0.109357	-0.055970	-0.195340	0.037750	-0.116904	-0.195340
introduce	0.091980	0.059034	0.147845	0.141799	0.114181	-0.025678	0.181005	-0.019529	-0.025678
introduction	0.111980	-0.086966	0.139845	0.177024	-0.013802	-0.090173	0.115415	-0.134934	-0.090173
introductory	0.134980	-0.131966	0.092845	0.180983	-0.080076	-0.071329	0.071352	-0.184596	-0.071329
introspection	0.102980	-0.162966	0.074845	0.149309	-0.110306	-0.091126	0.027579	-0.183575	-0.091126
introspective	0.051980	-0.139966	-0.029155	0.051760	-0.139573	-0.031346	-0.062093	-0.135293	-0.031346
intrude	-0.442020	0.235034	-0.020155	-0.426567	0.253490	-0.069370	-0.122384	0.480873	-0.069370
intruder	-0.354020	0.240034	-0.176155	-0.426408	0.159012	0.082876	-0.189078	0.413955	0.082876
intrusion	-0.207020	0.141034	0.169845	-0.118097	0.241452	-0.139102	0.087225	0.254240	-0.139102
intrusive	-0.039020	0.107034	0.037845	-0.031466	0.115047	0.013610	0.059100	0.103600	0.013610
intubation	-0.224020	0.098034	0.025845	-0.195681	0.130625	-0.071484	-0.046002	0.230733	-0.071484
intuition	0.356980	0.008034	0.101845	0.356147	0.004898	0.104915	0.255297	-0.248370	0.104915
intuitive	0.270980	0.073034	0.189845	0.314526	0.119948	0.038610	0.307220	-0.137588	0.038610
intuitively	0.169980	0.061034	0.147845	0.208867	0.103389	0.012706	0.220799	-0.074584	0.012706
inundation	-0.323020	0.280034	-0.045155	-0.342544	0.258084	0.029271	-0.059722	0.424708	0.029271
invade	-0.092020	0.392034	0.213845	-0.035075	0.454046	0.022370	0.296257	0.345860	0.022370
invader	-0.300020	0.327034	0.117845	-0.251229	0.381554	-0.046385	0.092153	0.447445	-0.046385
invalid	-0.320020	-0.169966	-0.245155	-0.369033	-0.222082	-0.076789	-0.417981	0.103910	-0.076789
invalidate	-0.185020	-0.019966	-0.103155	-0.206477	-0.042881	-0.028296	-0.176323	0.115679	-0.028296
invalidation	-0.319020	-0.009966	-0.222155	-0.380991	-0.077767	-0.004954	-0.324391	0.214412	-0.004954
invalidity	-0.314020	-0.105966	-0.342155	-0.420105	-0.222820	0.027768	-0.454616	0.139501	0.027768
invaluable	0.239980	0.000034	0.244845	0.325131	0.094480	-0.053878	0.296710	-0.163095	-0.053878
invariably	-0.042020	-0.134966	0.049845	0.007858	-0.077629	-0.127977	-0.049335	-0.060448	-0.127977
invasion	-0.229020	0.343034	0.307845	-0.100830	0.486428	-0.134581	0.272659	0.415254	-0.134581
invasive	-0.306020	0.230034	0.097845	-0.251554	0.291640	-0.088342	0.028345	0.384096	-0.088342
invent	0.218980	0.189034	0.332845	0.321133	0.301467	-0.021526	0.440244	-0.013906	-0.021526
invention	0.213980	0.077034	0.310845	0.322949	0.197934	-0.069803	0.368320	-0.088399	-0.069803
inventive	0.279980	0.127034	0.220845	0.329159	0.179869	0.050991	0.359938	-0.105564	0.050991
inventor	0.280980	0.167034	0.346845	0.384706	0.281016	-0.013515	0.470737	-0.073320	-0.013515
inventory	0.093980	-0.036966	-0.010155	0.081800	-0.050994	0.031783	0.021784	-0.093900	0.031783
inverse	-0.041020	-0.162966	-0.181155	-0.098301	-0.226114	0.016344	-0.229396	-0.090378	0.016344
inversely	-0.214020	-0.081966	-0.149155	-0.244409	-0.114344	-0.044268	-0.253677	0.091970	-0.044268
inversion	0.101980	0.130034	0.271845	0.199527	0.238383	-0.067608	0.309649	0.027476	-0.067608
invert	0.009980	0.085034	0.205845	0.095015	0.180153	-0.090662	0.194573	0.060201	-0.090662
inverted	-0.190020	-0.028966	-0.143155	-0.228707	-0.071193	-0.008042	-0.212061	0.111379	-0.008042
invest	0.149980	0.163034	0.181845	0.192729	0.209165	0.035315	0.284182	0.011621	0.035315
investigate	0.139980	0.000034	0.280845	0.256093	0.129946	-0.126486	0.272971	-0.089199	-0.126486
investigation	0.030980	0.092034	0.319845	0.166987	0.244377	-0.155324	0.290879	0.054723	-0.155324
investigative	0.061980	0.100034	0.203845	0.136724	0.183150	-0.056247	0.226185	0.032828	-0.056247
investigator	0.114980	0.009034	0.278845	0.232194	0.140275	-0.132157	0.263375	-0.064997	-0.132157
investment	0.219980	0.092034	0.244845	0.294118	0.173574	-0.013302	0.330708	-0.085238	-0.013302
investor	0.293980	0.155034	0.290845	0.370768	0.238684	0.024731	0.430948	-0.093397	0.024731
invidious	-0.388020	0.150034	-0.136155	-0.423078	0.111865	-0.009980	-0.220060	0.378262	-0.009980
invigorate	0.320980	0.298034	0.330845	0.391989	0.374042	0.088024	0.541665	-0.012690	0.088024
invincible	0.366980	0.353034	0.413845	0.463461	0.457076	0.082826	0.650918	-0.004515	0.082826
invisibility	-0.062020	-0.038966	-0.118155	-0.104627	-0.086308	0.030490	-0.135011	0.012954	0.030490
invisible	-0.083020	-0.154966	-0.088155	-0.091000	-0.162399	-0.063432	-0.179180	-0.050487	-0.063432
invitation	0.301980	0.049034	0.146845	0.324184	0.071892	0.069968	0.280068	-0.178398	0.069968
invite	0.244980	0.155034	0.110845	0.241795	0.148922	0.125279	0.276279	-0.065671	0.125279
inviting	0.437980	0.071034	0.037845	0.385887	0.009262	0.222058	0.279412	-0.266315	0.222058
invocation	-0.070020	0.120034	0.172845	0.004808	0.203900	-0.087109	0.147579	0.140780	-0.087109
invoice	-0.020020	-0.119966	-0.026155	-0.011967	-0.109962	-0.056938	-0.086217	-0.069292	-0.056938
invoke	0.082980	0.240034	0.078845	0.073779	0.227543	0.116186	0.213067	0.108727	0.116186
involuntary	-0.146020	-0.009966	-0.269155	-0.254199	-0.130840	0.110134	-0.272264	0.087228	0.110134
involution	-0.204020	-0.079966	-0.093155	-0.209113	-0.083932	-0.076967	-0.207214	0.088516	-0.076967
involve	0.193980	-0.009966	0.227845	0.278711	0.084351	-0.069613	0.256724	-0.137433	-0.069613
involvement	0.259980	0.120034	0.195845	0.300896	0.163732	0.054832	0.328541	-0.096990	0.054832
invulnerable	0.051980	0.183034	0.244845	0.135430	0.275449	-0.044033	0.290535	0.099008	-0.044033
inwards	-0.010020	-0.114966	-0.062155	-0.021408	-0.126947	-0.024636	-0.104903	-0.074628	-0.024636
iodine	-0.110020	-0.234966	-0.167155	-0.140403	-0.266922	-0.065529	-0.288022	-0.089462	-0.065529
ion	-0.071020	-0.169966	-0.092155	-0.080321	-0.178857	-0.063114	-0.183267	-0.069676	-0.063114
iota	-0.156020	-0.114966	-0.186155	-0.207200	-0.170880	-0.009038	-0.267342	0.025682	-0.009038
irate	-0.312020	0.352034	-0.026155	-0.334649	0.326032	0.060683	-0.006093	0.467171	0.060683
ire	-0.302020	0.240034	0.074845	-0.260665	0.286784	-0.065139	0.018469	0.387105	-0.065139
iridescent	0.101980	0.088034	0.038845	0.093632	0.077423	0.069982	0.120954	-0.011462	0.069982
iris	0.207980	-0.224966	-0.120155	0.155381	-0.283915	0.059595	-0.090887	-0.310629	0.059595
irked	-0.336020	0.291034	-0.147155	-0.404517	0.213939	0.099303	-0.134760	0.437314	0.099303
irks	-0.224020	0.281034	-0.161155	-0.313031	0.180234	0.157046	-0.093901	0.348791	0.157046
iron	-0.052020	-0.148966	0.178845	0.063413	-0.017654	-0.229237	0.032357	-0.057323	-0.229237
ironclad	0.060980	0.148034	0.178845	0.116657	0.209359	-0.013347	0.230528	0.065550	-0.013347
ironic	-0.065020	0.050034	-0.000155	-0.063703	0.051567	-0.003713	-0.008582	0.081508	-0.003713
irons	0.030980	-0.058966	0.124845	0.095663	0.014088	-0.103311	0.077605	-0.057683	-0.103311
irony	-0.110020	0.087034	0.007845	-0.104243	0.093608	-0.010574	-0.007520	0.139902	-0.010574
irradiation	-0.115020	0.236034	0.008845	-0.130331	0.217878	0.067549	0.061905	0.246221	0.067549
irrational	-0.375020	0.148034	-0.106155	-0.397109	0.124405	-0.025516	-0.192831	0.368766	-0.025516
irrationality	-0.302020	0.235034	-0.139155	-0.362938	0.166650	0.079530	-0.138797	0.374475	0.079530
irreconcilable	-0.354020	0.167034	-0.125155	-0.390956	0.126431	0.007965	-0.187047	0.365848	0.007965
irreducible	-0.204020	-0.044966	0.068845	-0.136352	0.032764	-0.169471	-0.073248	0.119583	-0.169471
irrefutable	-0.004020	0.049034	0.215845	0.093114	0.158105	-0.123863	0.177639	0.045956	-0.123863
irregular	-0.188020	0.048034	-0.179155	-0.255809	-0.027500	0.059674	-0.200329	0.161439	0.059674
irregularity	-0.396020	0.147034	-0.194155	-0.457460	0.079225	0.024508	-0.267453	0.379494	0.024508
irregularly	-0.208020	0.065034	-0.103155	-0.239035	0.030916	0.007031	-0.147162	0.190884	0.007031
irrelevant	-0.362020	-0.188966	-0.204155	-0.382733	-0.208832	-0.135464	-0.418300	0.122967	-0.135464
irreparable	-0.439020	0.030034	-0.070155	-0.417433	0.056774	-0.145220	-0.255024	0.335315	-0.145220
irreplaceable	-0.021020	0.080034	0.332845	0.130126	0.249819	-0.195681	0.268661	0.084636	-0.195681
irrepressible	0.011980	0.066034	0.244845	0.118355	0.185300	-0.126922	0.214716	0.047337	-0.126922
irresistible	0.322980	0.333034	0.338845	0.392340	0.406936	0.102545	0.565174	0.010321	0.102545
irrespective	-0.003020	0.038034	0.244845	0.109581	0.164591	-0.149354	0.193869	0.038898	-0.149354
irresponsible	-0.323020	0.180034	-0.259155	-0.430631	0.059571	0.122165	-0.262379	0.346625	0.122165
irreverent	-0.309020	0.194034	0.133845	-0.231438	0.281933	-0.134191	0.035705	0.363008	-0.134191
irreversible	-0.330020	0.041034	0.166845	-0.210842	0.176941	-0.250344	-0.023972	0.274204	-0.250344
irrevocable	-0.204020	0.060034	0.211845	-0.083192	0.196913	-0.210739	0.080413	0.198064	-0.210739
irrigate	-0.228020	-0.041966	-0.010155	-0.195559	-0.003758	-0.124900	-0.140939	0.135624	-0.124900
irrigation	-0.241020	-0.073966	-0.074155	-0.232818	-0.062780	-0.104475	-0.209020	0.120235	-0.104475
irritability	-0.354020	0.353034	-0.217155	-0.463021	0.230015	0.172698	-0.164760	0.490050	0.172698
irritable	-0.388020	0.452034	-0.038155	-0.420999	0.414153	0.087109	-0.004841	0.590541	0.087109
irritate	-0.333020	0.390034	-0.132155	-0.409489	0.303270	0.144360	-0.075108	0.503997	0.144360
irritated	-0.290020	0.316034	-0.219155	-0.403182	0.188196	0.184512	-0.152018	0.418168	0.184512
irritates	-0.327020	0.310034	-0.205155	-0.427503	0.196737	0.153908	-0.163176	0.441404	0.153908
irritating	-0.396020	0.412034	-0.107155	-0.455152	0.345022	0.109008	-0.077873	0.565808	0.109008
irritation	-0.427020	0.333034	-0.004155	-0.420544	0.340625	-0.019809	-0.056511	0.538228	-0.019809
island	0.244980	-0.152966	-0.068155	0.201618	-0.202225	0.080709	-0.000429	-0.285560	0.080709
isle	0.166980	-0.109966	-0.057155	0.133125	-0.148344	0.059274	-0.010761	-0.199028	0.059274
islet	0.111980	-0.185966	-0.133155	0.060385	-0.243473	0.043903	-0.129463	-0.214860	0.043903
isolate	-0.265020	-0.077966	-0.164155	-0.296276	-0.111041	-0.056142	-0.288016	0.130981	-0.056142
isolated	-0.279020	-0.143966	-0.245155	-0.337505	-0.207170	-0.043016	-0.385144	0.092160	-0.043016
isolation	-0.302020	-0.161966	-0.161155	-0.314244	-0.172816	-0.121678	-0.344404	0.100004	-0.121678
isomorphism	-0.052020	-0.138966	-0.019155	-0.033398	-0.116739	-0.087414	-0.106163	-0.058931	-0.087414
isothermal	-0.041020	-0.008966	-0.000155	-0.034164	-0.000938	-0.024392	-0.024821	0.023494	-0.024392
isotope	-0.071020	-0.095966	-0.093155	-0.091853	-0.118347	-0.022096	-0.148634	-0.018734	-0.022096
issue	-0.184020	0.319034	-0.149155	-0.278381	0.211711	0.188615	-0.047143	0.346547	0.188615
itch	-0.181020	0.110034	-0.035155	-0.189700	0.100598	-0.002370	-0.063004	0.205272	-0.002370
itching	-0.292020	0.190034	-0.200155	-0.376947	0.094860	0.101801	-0.199465	0.333618	0.101801
itchy	-0.166020	0.226034	-0.204155	-0.275424	0.102296	0.184419	-0.122420	0.267088	0.184419
item	0.093980	-0.229966	-0.035155	0.098587	-0.223778	-0.056181	-0.088524	-0.227947	-0.056181
itemize	-0.041020	0.027034	0.017845	-0.030875	0.038521	-0.017170	0.005406	0.049070	-0.017170
items	0.041980	-0.098966	-0.066155	0.019189	-0.124209	0.011701	-0.074261	-0.101398	0.011701
iterate	-0.051020	-0.039966	-0.060155	-0.067056	-0.057445	-0.004743	-0.088036	0.006796	-0.004743
iteration	0.030980	-0.050966	-0.014155	0.027553	-0.054664	-0.003214	-0.019170	-0.058136	-0.003214
iterative	-0.071020	-0.079966	-0.000155	-0.049472	-0.054731	-0.077430	-0.073683	-0.003719	-0.077430
itinerant	-0.051020	0.045034	-0.061155	-0.080231	0.012141	0.042270	-0.048147	0.065316	0.042270
itinerary	0.050980	0.050034	-0.046155	0.014340	0.008128	0.083432	0.015887	-0.004392	0.083432
ivory	0.124980	-0.264966	0.065845	0.179209	-0.202848	-0.129998	-0.016715	-0.270155	-0.129998
jab	-0.115020	0.019034	-0.018155	-0.110924	0.024208	-0.032117	-0.061317	0.095553	-0.032117
jabber	-0.083020	0.006034	-0.158155	-0.148741	-0.067515	0.072524	-0.152916	0.057435	0.072524
jack	-0.013020	-0.049966	-0.059155	-0.032261	-0.071215	0.007287	-0.073169	-0.027544	0.007287
jackal	-0.167020	0.082034	-0.064155	-0.187388	0.059543	0.009038	-0.090400	0.174607	0.009038
jackass	-0.312020	0.192034	-0.221155	-0.404629	0.088316	0.107792	-0.223667	0.348565	0.107792
jacket	0.155980	-0.197966	-0.118155	0.107400	-0.252261	0.048069	-0.102432	-0.254318	0.048069
jackhammer	-0.301020	0.190034	0.018845	-0.279293	0.215015	-0.053340	-0.045451	0.349529	-0.053340
jackpot	0.449980	0.250034	0.285845	0.488909	0.289470	0.154537	0.550397	-0.141025	0.154537
jackrabbit	0.124980	-0.120966	-0.156155	0.050834	-0.204388	0.101384	-0.108579	-0.180469	0.101384
jacks	-0.010020	-0.099966	0.004845	0.008606	-0.078251	-0.062608	-0.049246	-0.061417	-0.062608
jade	0.103980	-0.089966	-0.045155	0.081503	-0.115289	0.031786	-0.023890	-0.139153	0.031786
jaded	-0.245020	0.060034	-0.100155	-0.268800	0.034318	-0.015451	-0.165804	0.214337	-0.015451
jag	-0.092020	-0.059966	-0.073155	-0.105739	-0.074454	-0.026292	-0.127415	0.022122	-0.026292
jagged	-0.418020	-0.037966	-0.287155	-0.493605	-0.120313	-0.022779	-0.434106	0.263957	-0.022779
jaguar	0.058980	0.210034	0.153845	0.093636	0.247278	0.036705	0.241062	0.108641	0.036705
jail	-0.406020	0.398034	-0.020155	-0.419816	0.382229	0.036676	-0.026578	0.567132	0.036676
jailbird	-0.260020	0.067034	-0.027155	-0.247658	0.082059	-0.069087	-0.117096	0.233146	-0.069087
jailbreak	-0.146020	0.129034	-0.029155	-0.159420	0.113944	0.020586	-0.032156	0.193297	0.020586
jailer	-0.306020	0.130034	0.131845	-0.220253	0.227568	-0.166259	0.005172	0.316657	-0.166259
jailhouse	-0.396020	0.387034	-0.070155	-0.433606	0.344454	0.069900	-0.063040	0.550172	0.069900
jalopy	-0.104020	-0.063966	-0.163155	-0.158832	-0.124629	0.027778	-0.200437	0.024185	0.027778
jam	0.009980	0.048034	-0.182155	-0.086244	-0.060708	0.156410	-0.103910	0.018057	0.156410
jamboree	0.101980	0.125034	-0.149155	-0.002397	0.006035	0.219633	0.002572	0.005962	0.219633
jammed	-0.265020	0.317034	-0.089155	-0.319157	0.255506	0.107472	-0.045008	0.406348	0.107472
jammer	-0.083020	0.040034	-0.009155	-0.082089	0.041309	-0.011571	-0.028836	0.087255	-0.011571
janitor	0.009980	-0.149966	0.026845	0.043937	-0.110767	-0.095447	-0.047256	-0.109392	-0.095447
janitorial	-0.010020	-0.126966	-0.019155	0.001085	-0.113537	-0.060793	-0.079516	-0.081050	-0.060793
japan	0.166980	-0.017966	0.079845	0.185338	0.001827	0.015053	0.132346	-0.129762	0.015053
jar	-0.070020	-0.153966	-0.182155	-0.125173	-0.214605	0.008072	-0.240260	-0.063238	0.008072
jargon	-0.167020	0.048034	-0.096155	-0.197715	0.014145	0.012548	-0.129804	0.149808	0.012548
jarhead	-0.092020	0.030034	-0.036155	-0.101367	0.019857	-0.002727	-0.057636	0.085718	-0.002727
jarring	-0.290020	0.173034	-0.191155	-0.368348	0.085395	0.087293	-0.200079	0.320845	0.087293
jasmine	0.264980	-0.269966	-0.214155	0.166079	-0.381091	0.127066	-0.152036	-0.386907	0.127066
jasper	-0.020020	-0.074966	-0.098155	-0.053348	-0.111866	0.017177	-0.116824	-0.041378	0.017177
jaundice	-0.286020	-0.019966	-0.145155	-0.313928	-0.049539	-0.047660	-0.257010	0.186951	-0.047660
jaunt	0.307980	-0.048966	-0.000155	0.273235	-0.089607	0.120675	0.129845	-0.256568	0.120675
java	-0.041020	-0.178966	-0.157155	-0.084358	-0.226304	-0.008906	-0.219671	-0.100371	-0.008906
javelin	-0.115020	-0.018966	-0.035155	-0.113433	-0.016359	-0.041117	-0.091777	0.068642	-0.041117
jaw	-0.000020	0.010034	-0.080155	-0.040103	-0.035170	0.060666	-0.053226	0.003488	0.060666
jawbone	-0.032020	-0.086966	-0.158155	-0.090805	-0.152378	0.046225	-0.171956	-0.043539	0.046225
jaws	-0.115020	0.028034	-0.045155	-0.125265	0.016997	-0.008615	-0.076557	0.100595	-0.008615
jay	0.030980	-0.091966	-0.111155	-0.013020	-0.141074	0.041251	-0.108961	-0.090548	0.041251
jazz	0.176980	-0.137966	-0.050155	0.149313	-0.169245	0.043974	-0.014094	-0.225255	0.043974
jazzy	0.224980	-0.068966	-0.111155	0.151100	-0.153042	0.146542	-0.001373	-0.215061	0.146542
jealous	-0.327020	0.355034	-0.155155	-0.410153	0.260969	0.143995	-0.105489	0.474555	0.143995
jealousy	-0.354020	0.283034	-0.019155	-0.357250	0.279598	-0.001824	-0.054908	0.450319	-0.001824
jean	0.101980	-0.055966	-0.136155	0.030891	-0.136250	0.112036	-0.074500	-0.118186	0.112036
jeans	0.121980	-0.175966	-0.129155	0.069454	-0.234650	0.051379	-0.116811	-0.215034	0.051379
jeep	0.101980	0.010034	0.111845	0.140422	0.052643	-0.022806	0.136518	-0.062069	-0.022806
jeering	-0.234020	0.292034	-0.120155	-0.303573	0.213131	0.130020	-0.063952	0.365365	0.130020
jelly	0.150980	-0.205966	-0.244155	0.043620	-0.326368	0.128102	-0.199933	-0.261621	0.128102
jellybean	0.091980	-0.093966	-0.101155	0.044777	-0.147033	0.062439	-0.072305	-0.135630	0.062439
jellyfish	0.030980	0.067034	-0.123155	-0.042541	-0.016398	0.136169	-0.041676	0.018486	0.136169
jenny	0.041980	-0.093966	-0.093155	0.005444	-0.134721	0.033022	-0.091412	-0.099112	0.033022
jeopardize	-0.240020	0.377034	0.081845	-0.224205	0.393720	0.034347	0.119865	0.436939	0.034347
jeopardy	-0.371020	0.408034	0.035845	-0.364122	0.415255	0.020290	0.036156	0.551102	0.020290
jerk	-0.306020	0.130034	-0.262155	-0.409926	0.013981	0.105110	-0.279975	0.299747	0.105110
jerks	-0.286020	0.288034	-0.105155	-0.340666	0.226256	0.092647	-0.080900	0.400875	0.092647
jerky	-0.267020	0.038034	-0.142155	-0.304735	-0.003091	-0.009032	-0.217666	0.213294	-0.009032
